"Title","Average","Male","Female","Gap"
"DIRECTOR OF FINANCING POLICY COORDINATION",216431,216431,216431,0
"DIRECTOR OF FISCAL OPERATIONS",155000,155000,155000,0
"DIRECTOR OF FOOD STAMP PROGRAM",156000,156000,NA,NA
"DIRECTOR OF FORENSIC BIOLOGY",211028,211028,211028,0
"DIRECTOR OF GENERAL SERVICES",154297,154297,154297,0
"DIRECTOR OF HEALTH CARE PROGRAM PLANNING/ANALYSIS",105535.666666667,130838.307813213,92938.8425252897,0.169362534247101
"DIRECTOR OF HOUSING APPLICANTIONS",151228,151228,151228,0
"DIRECTOR OF HUD ACQUIRED PROPERTIES",180000,180000,180000,0
"DIRECTOR OF INDEPENDENT BUDGET OFFICE",212402,212402,212402,6.85111968266158e-17
"DIRECTOR OF INFORMATION AND RESEARCH",157009,NA,157009,NA
"DIRECTOR OF INFORMATION SYSTEMS",211758,211758,211758,-6.87195535864848e-17
"DIRECTOR OF INTERAGENCY PLANNING",119462,119462,NA,NA
"DIRECTOR OF INTERNAL AFFAIRS - PD",234093,234093,234093,-6.21629661218697e-17
"DIRECTOR OF INVESTIGATIONS",85629.5,85630.0297555192,80000,0.0339916002178437
"DIRECTOR OF INVESTIGATIVE AUDITS",114725,114725,114725,0
"DIRECTOR OF LABOR RELATIONS",160713,160713,160713,0
"DIRECTOR OF MANAGEMENT & BUDGET",233490.5,230894.486445169,236084.903167149,-0.0111148732416002
"DIRECTOR OF MANAGEMENT DESIGN",91000,NA,91000,NA
"DIRECTOR OF MANAGEMENT PLANNING",129254.5,162487.426468113,99630.4854827418,0.239804065725796
"DIRECTOR OF MANAGEMENT PLANNING SS",132614.75,NA,132614.75,NA
"DIRECTOR OF METHODS & ANALYSIS",120000,120000,NA,NA
"DIRECTOR OF MOTOR EQUIPMENT MAINTENANCE",213969,213969,NA,NA
"DIRECTOR OF MOTOR EQUIPMENT MAINTENANCE-NM",179680.5,179682.195250038,179185.674022334,0.00138357671504658
"DIRECTOR OF MOTOR TRANSPORT",114848,114848,114848,0
"DIRECTOR OF NEIGHBORHOOD CONSERVATION",105000,105000,105000,0
"DIRECTOR OF NEIGHBORHOOD PARK RESTORATION",96780,96784.0779592249,95454.7880821067,0.00691478213792801
"DIRECTOR OF NOISE ABATEMENT",178794,178794,178794,0
"DIRECTOR OF NYC MEDICAL RESERVE CORPS",106594,106594,106594,0
"DIRECTOR OF OFFICE FOR PEOPLE WITH DISABILITIES",221151,221151,221151,-6.58008113387091e-17
"DIRECTOR OF PLANT OPERATIONS & MAINTENANCE",148765,148765,148765,0
"DIRECTOR OF POLICY ANALYSIS",167393,167393,167393,0
"DIRECTOR OF PROBATION",221151,NA,221151,NA
"DIRECTOR OF PROGRAM PLANNING",123737,123737,NA,NA
"DIRECTOR OF PSYCHOLOGICAL SERVICES",135584,135584,135584,0
"DIRECTOR OF PUBLIC & COMMUNITY RELATIONS",195000,195000,195000,0
"DIRECTOR OF PUBLIC AFFAIRS",112475,112475,112475,-6.46895542492414e-17
"DIRECTOR OF PUBLIC HEALTH EMERGENCY PLANNING",101167,101167,101167,0
"DIRECTOR OF PUBLIC INFORMATION",136821.75,121510.934409426,146172.484708328,-0.0921295401119069
"DIRECTOR OF PUBLIC RELATIONS",140947.2,137462.825246268,145782.431049985,-0.0293724453235508
"DIRECTOR OF PUPPETRY",60155,60155,60155,0
"DIRECTOR OF REGIONAL JOINT INTEREST PARK",90000,90000,90000,0
"DIRECTOR OF RESEARCH & POLICY DEVELOPMENT",175216,175216,175216,0
"DIRECTOR OF RESEARCH PLANNING AND POLICY ANALYSIS",90000,90000,NA,NA
"DIRECTOR OF SCHOOL SAFETY",188505,188505,188505,0
"DIRECTOR OF SECURITY",110918.5,110910.385219257,113603.966099468,-0.0119973661567301
"DIRECTOR OF STORES",102053,102053,102053,0
"DIRECTOR OF SUPPORT SERVICES-PD",234093,234093,234093,0
"DIRECTOR OF TECHNICAL SERVICES",159503,159503,159503,0
"DIRECTOR OF TECHNOLOGY DEVELOPMENT-PD",219489,219489,219489,0
"DIRECTOR OF TELEVISION",58678.5,61983.936535316,55273,0.0572327465957186
"DIRECTOR OF TENANT & COMMUNITY AFFAIRS",109510,109510,109510,0
"DIRECTOR OF THE CITY RECORD",155449,155449,NA,NA
"DIRECTOR OF THE OFFICE OF COLLECTIVE BARGAINING",236088,236088,236088,0
"DIRECTOR OF THE OMBUDSMAN PROGRAM",89227.61,88802.2919817256,89228.3103002103,-0.00239294993683211
"DIRECTOR OF TRAINING",108321.666666667,107985.007096925,109888.896522687,-0.00873849228444478
"DIRECTOR OF URBAN ARCHAEOLOGY",94457,94457,94457,-7.7029310841795e-17
"DIRECTOR OF URBAN PARK RANGER PROGRAM",99876,100171,99582.0212752565,0.00294853475048026
"DIRECTOR OR MANAGEMENT",148648,148648,NA,NA
"DIRECTOR, PUBLIC AFFAIRS AND COMMUNICATION",121238,121238,121238,0
"DIRECTOR,CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",127221,127221,127221,-5.71914826497467e-17
"DISABILITY ACCOMMODATIONS SPECIALIST",56305,56305,56305,0
"DISTINGUISHED LECTURER",124629,124629,NA,NA
"DISTINGUISHED PROFESSOR",157079,157079,NA,NA
"DISTRICT ATTORNEY",212800,212800,212800,0
"DISTRICT MANAGER",100399.323392857,100256.059201943,100651.1367204,-0.00196646773473246
"DISTRICT MANAGER OF ADMINISTRATION AND BUSINESS AFFAIRS",92125.1333333333,103299.113729124,89650.1084397178,0.0707388458786457
"DISTRICT SUPERVISOR",98242.08,98242.1638630091,98213.3988272659,0.000146420062375884
"ECONOMIST",66937.9142857143,63284.6777518574,69520.2952874827,-0.0469531930387745
"EDUCATION & VOCAT COUNSELOR",100607.75,92049.1472562914,109131.693783371,-0.0849113983160667
"EDUCATION ANALYST",70278.9411764706,67822.3976894113,71034.5204889331,-0.0231326090313789
"EDUCATION ANALYST TRAINEE",45201.6296296296,44333.2605019532,46932.0072895945,-0.0284746525214484
"EDUCATION OFFICER",79199.0125786164,78467.2890032161,79540.3545593336,-0.00679122561366934
"EDUCATIONAL ADMINISTRATOR CSA",133188.888557214,134982.389338549,132443.451434106,0.00949398867778502
"EDUCATIONAL ADMINISTRATOR UFT",136607,139804.379238236,136199.895058821,0.013059523040342
"EDUCATIONAL MANAGEMENT ASSOCIATE",172868.3,178257.80743945,164904.750580621,0.0389117534729657
"ELECTRICAL ENGINEER",93124.9230769231,93040.4995329955,100904.603010908,-0.0405480900252822
"ELECTRICAL ENGINEERING INTERN",55881.9090909091,53707.4760592381,59685.0542507284,-0.0527158021357336
"ELIGIBILITY SPECIALIST",41894.7977412731,41839.5390745408,41907.8233865262,-0.000815360746639822
"EMERGENCY MEDICAL SPECIALIST-EMT",43419.9154191617,42997.4952583919,44535.0250720038,-0.0175652409848181
"EMERGENCY MEDICAL SPECIALIST-PARAMEDIC",61601.4582763338,61867.8125874965,60835.3915457916,0.00841396970028196
"EMERGENCY MEDICAL SPECIALIST TRAINEE",32520.5,32520.1689078879,32520.8316249561,-1.01892200734404e-05
"EMERGENCY PREPAREDNESS MANAGER",107199.160493827,107273.32096397,107101.791953381,0.000800134904908553
"EMERGENCY PREPAREDNESS SPECIALIST",69232.0194174757,68737.8921176296,69737.5929275482,-0.0072193342351709
"EMERGENCY SERVICE AIDE",40606.6226415094,39204.0247352231,42914.6660438708,-0.0451863184062399
"EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",62071.8571428571,63318.545575988,61730.8847144565,0.0126962662512251
"EMPLOYEE HEALTH BENEFITS PROGRAM DIRECTOR",212429,NA,212429,NA
"ENGINEERING TECHNICIAN",56366.8292682927,55047.6505515859,62904.8782430649,-0.0666134738421589
"ENGINEERING WORK STUDY TRAINEE",42716,42716,NA,NA
"ENVIRONMENTAL ENGINEER",101202,101212.286004469,100624.006629975,0.00291463624710719
"ENVIRONMENTAL ENGINEERING INTERN",52557.32,52563.0969597563,52543.1838714532,0.000189456692270263
"ENVIRONMENTAL HEALTH TECHNICIAN",41495,41287.1631646263,41495.1913957354,-0.00251295378361518
"ENVIRONMENTAL POLICE OFFICER",62463.9852216749,62898.0390367629,59517.9909426663,0.0276111559463625
"ENVIRONMENTAL POLICE OFFICER-MANAGERIAL",137321.888888889,137343.071346607,133798.801778658,0.0130716422627632
"EOC ACCOUNTING ASSISTANT",40018.75,41183.9683832126,39721.6424989879,0.018074468115121
"EOC ADMINISTRATIVE ASSISTANT",53239.5,NA,53239.5,NA
"EOC ASSISTANT TO HEO",60633.9375,56407.882219872,63494.9175101489,-0.0591065038200474
"EOC COLLEGE LAB TECHNICIAN",60853.5,60850.3116780435,64100.9075234923,-0.0260149189917535
"EOC CUSTODIAL ASSISTANT",33434.5,33435.509026224,32949.5397768318,0.00732046233533524
"EOC HIGHER EDUCATION ASSISTANT",84553.25,81881.7625104542,85452.2684410932,-0.0213375958873116
"EOC HIGHER EDUCATION ASSOCIATE",86740.3333333333,82838.3464821069,89078.0895492992,-0.0362952095287298
"EOC HIGHER EDUCATION OFFICER",113745.2,108705.177867786,115003.966163996,-0.0281561503597497
"EOC LECTURER",79085,80636.6467740223,77533.8752922958,0.0196166228775901
"EOC LECTURER/ DOCTRAL SCHEDULE",87628,NA,87628,NA
"EOC MAIL/MESSAGE SERVICES WORKER",35789,35789,NA,NA
"EOC OFFICE ASSISTANT",37748.7333333333,35431.7471052999,38610.1192979874,-0.0429266892784108
"EQUAL EMPLOYMENT OPPORTUNITY OFFICER",116580,116580,116580,0
"EQUAL RIGHTS COMPLIANCE SPECIALIST",71945.6956521739,70562.0613619133,72724.633553553,-0.0150926238679424
"ESTIMATOR",71795.4166666667,72624.5571539838,70973.3221043277,0.0114990211428242
"EVIDENCE AND PROPERTY CONTROL SPECIALIST",55947.5868263473,56009.0856055058,55875.4507399606,0.00119439977954197
"EXAMINER OF ACCOUNTS",99480.75,93080.5983361814,105960.37944946,-0.0647091933358059
"EXAMINING ATTORNEY",109005.533333333,112661.168595273,105635.991008039,0.0321817178015513
"EXEC ASST TO THE DEPUTY COM FOR CITYWIDE PERSONNEL SVCS-DCAS",100585,100585,100585,0
"EXEC ASST TO THE DEPUTY COMMISSIONER",95134.75,88669.6447213418,97296.335765151,-0.0463885438683008
"EXECUTIVE ADMINISTRATOR OF GRACIE MANSION",230129,NA,230129,NA
"EXECUTIVE AGENCY COUNSEL",137289.78049505,138240.162812998,136654.566251286,0.00576801369422256
"EXECUTIVE ASSISTANT",106642.32,115856.463497236,96695.0688266743,0.0901494073510665
"EXECUTIVE ASSISTANT-MIDTOWN ENFORCEMENT",85232,85232,85232,0
"EXECUTIVE ASSISTANT FOR PLANNING",125773,125773,125773,0
"EXECUTIVE ASSISTANT TO THE CHAIRMAN",67000,67000,NA,NA
"EXECUTIVE ASSISTANT TO THE CHANCELLOR",127817.5,137782,127805.710206257,0.0375630701661435
"EXECUTIVE ASSISTANT TO THE CHIEF ADMINISTRATIVE LAW JUDGE",146013,146013,146013,0
"EXECUTIVE ASSISTANT TO THE CITY CLERK",91662,91662,91662,0
"EXECUTIVE ASSISTANT TO THE COMMISSIONER",107051.5,140662.521521125,95868.433479495,0.189379390285355
"EXECUTIVE ASSISTANT TO THE COMPTROLLER",163850,139966,187734,-0.145767470247177
"EXECUTIVE ASSISTANT TO THE DEPUTY COMMISSIONER",102821,NA,102821,NA
"EXECUTIVE ASSISTANT TO THE DIRECTOR",101135,99282.1631626619,111732.05485651,-0.0590002503656725
"EXECUTIVE ASSISTANT TO THE EXECUTIVE DEPUTY ADM",119106.333333333,143616.210214108,110696.539696156,0.129445615800104
"EXECUTIVE ASSISTANT TO THE FIRST DEPUTY CLERK",51228,NA,51228,NA
"EXECUTIVE ASSISTANT TO THE HUMAN RESOURCES ADMIN",135582,NA,135582,NA
"EXECUTIVE ASSISTANT TO THE PRESIDENT OF THE TAX COMMISSION",143406,NA,143406,NA
"EXECUTIVE ASST-DOMESTIC VIOLENCE-HRA",62064.6,70525,62061.4301236418,0.0638343597339908
"EXECUTIVE CHIEF OF STAFF",153375,153375,153375,0
"EXECUTIVE COOK",112630,110000,112649.754591899,-0.0119009993824408
"EXECUTIVE DEPUTY ADMINISTRATOR",215021,225875.245050503,209588.389108141,0.0374011850009713
"EXECUTIVE DIRECTOR",187800.416666667,207169.068243155,168427.685214222,0.103146213784644
"EXECUTIVE DIRECTOR OF ADMINISTRATION",187066,187066,187066,0
"EXECUTIVE DIRECTOR OF MATERIALS FOR THE ARTS",110456,NA,110456,NA
"EXECUTIVE DIRECTOR OF PROFESSIONAL DEVELOPMENT",151227,151227,151227,0
"EXECUTIVE DIRECTOR ON COMMISSION ON GENDER EQUALITY",182516,182516,182516,0
"EXECUTIVE DIRECTOR, NEW YORK CITY LOFT BOARD",161101,NA,161101,NA
"EXECUTIVE LEGISLATIVE COORDINATOR",199510,199513.890416625,198436.902805939,0.00270633361970269
"EXECUTIVE PROGRAM SPECIALIST",138567.529411765,139974.976273216,137433.157960424,0.00916273893630954
"EXECUTIVE SECRETARY TO THE PUBLIC ADVOCATE",61350,61350,61350,0
"EXTERMINATOR",42355.9117647059,42526.8084135051,40182.3601898955,0.0283456872218305
"FACILITIES COORDINATOR",62655,65737.4304133817,59566.3986998884,0.0492485485652233
"FAMILY PUB HEALTH NURSE",86172.6923076923,86194.0436393375,86172.5945704441,0.00012443863334643
"FERRY TERMINAL SUPERVISOR",74312,74312,74312,0
"FILM MANAGER",78455.5,78467.3758615933,72797,0.0374865253586326
"FINANCE OFFICER",120141,120141,120141,0
"FINANCIAL CLERK",39392.5909090909,39035.4035406044,39525.359464481,-0.00623664925256388
"FINGERPRINT TECHNICIAN TRAINEE",30698.1578947368,31094.9830439682,30470.3079816183,0.0101465460804895
"FIRE ALARM DISPATCHER",53160.0483870968,53548.681075766,52313.6452710292,0.0116664336346709
"FIRE MARSHAL",95527,95527,95527,-7.61665038594683e-17
"FIRE MEDICAL OFFICER",146924,146401.945827279,147935.432717067,-0.00520996312928854
"FIRE PROTECTION INSPECTOR",49913.6201550388,50181.4868180532,48825.1159610097,0.0136998020230061
"FIREFIGHTER",73877.6165308498,74057.3752251467,66086.574043537,0.0568758139270652
"FIRST ASSISTANT CORPORATION COUNSEL",236186,NA,236186,NA
"FIRST ASSISTANT TO THE PUBLIC ADVOCATE",141599,145947.893720454,132908.907802248,0.046758715753057
"FIRST ASST MARINE ENGINEER",80570,80570,80570,9.03060396448235e-17
"FIRST DEPUTY COMMISSIONER",231440,230032.537324814,232848.230656199,-0.00608297757469118
"FIRST DEPUTY COMMISSIONER GENERAL COUNSEL",148503,148503,148503,0
"FIRST DEPUTY COMPTROLLER",221181,NA,221181,NA
"FIRST DEPUTY MAYOR",282659,282659,282659,0
"FISCAL AND POLICY ANALYST",60000,NA,60000,NA
"FITNESS INSTRUCTOR",57853.7647058823,57724.1740997837,58229.3071139737,-0.00435634194767095
"FOOD SERVICE ADMINISTRATOR",80041.5,80248.1346928537,79424.910438348,0.00515568707184952
"FOOD SERVICE MANAGER",59955.5384615385,59959.9271560222,59932.6821910917,0.000227244740763113
"FORENSIC MORTUARY TECHNICIAN",54213.3333333333,51658.1168139655,57608.210499048,-0.0544549618478287
"FORESTER",56223.0806451613,56288.1353435794,56088.6463108537,0.00177518015544505
"FRAUD INVESTIGATOR",52705.5979202773,52543.7989645107,52812.6029344198,-0.00255137765778084
"GARDENER",53800.4568965517,54128.6178184542,53247.2062161139,0.00820865972638846
"GENERAL COUNSEL",183929.25,192691,181019.036767447,0.0312326726183594
"GENERAL INSPECTOR",62416,62416,NA,NA
"GENERAL SUPERINTENDENT",137040.202247191,137037.707700749,137085.236812257,-0.00017338611181216
"GEOLOGIST",71169.5416666667,69528.942889314,73462.4236057295,-0.027508518960491
"GRAPHIC ARTIST",67133.4117647059,65221.1978955362,68397.3989852706,-0.0237706514203839
"GUIDANCE COUNSELOR",101962.530017153,101369.938763296,102122.53174334,-0.00369838244221326
"GUIDANCE COUNSELOR-REG SUB",66332.25,73448.9036457383,65682.7623766483,0.055818646402469
"GUIDANCE COUNSELOR ASSIGNED A",90276,91919.8838138694,89770.9092584718,0.0118276469548022
"HCCS SR COLLEGE LAB TECH",66016,72326,59752.9975847085,0.095193048442299
"HEAD NURSE",83790,84995.2326250834,83650.6812108325,0.00797262965741991
"HEALTH CARE PROG PLAN/ANALYST",57255.25,54464.8162768943,57255.800421845,-0.0249818182840568
"HEALTH SERVICES MANAGER",127488.904109589,137276.966787918,123364.846918974,0.0533763929550818
"HEALTH SERVICES MANAGER NON MANAGERIAL LEVEL I",98066.6201550388,98177.2576811873,98023.0904816341,0.000785764148722678
"HEALTH SERVICES MANAGER NON MANAGERIAL LEVEL II",112456.611111111,110973.979444791,112988.077241252,-0.00899303134764664
"HEARING EXAMINER",125060,125060,125060,1.1635946928168e-16
"HEATING PLANT TECHNICIAN",49507.9193548387,48881.7150571977,51033.3497952202,-0.02153463785667
"HELICOPTER MECHANIC",81800,81800,81800,0
"HELICOPTER PILOT",81800,81800,81800,0
"HIGH SCHOOL ELEM COUNSELOR",95585,95585,95585,0
"HIGHER EDUCATION ASSISTANT",70877.1177474403,70480.3197459312,71069.4653174588,-0.00416210855610798
"HIGHER EDUCATION ASSOCIATE",91846.3808139535,92613.7060248975,91437.578463418,0.00639021653529483
"HIGHER EDUCATION OFFICER",117114.011811024,117318.576085183,116987.303756426,0.00141384556367618
"HIGHER EDUCATION OFFICER/ASST ADMINISTRATOR",136155,136155,NA,NA
"HIGHWAY TRANSPORTATION SPECIALIST",76207.3550724638,77748.8342453492,73047.1244432308,0.031179282541837
"HIGHWAYS AND SEWERS INSPECTOR",59817.0222222222,59635.552230874,60790.2674489659,-0.00958860168991847
"HOMEMAKER",36496.5,36403,36496.5562811776,-0.00128335871917787
"HOSTLER",43383.2631578947,44385.8507685356,42224.8022976599,0.0249513009586021
"HOUSEKEEPER",40486,40440.1760788923,40577.5695499431,-0.00169584416332887
"HOUSING ASSISTANT",55769.8810572687,55469.3226261609,55862.8571268031,-0.00353477764933209
"HOUSING CARETAKER",43883.5333333333,43883.4907426796,43910.7526907066,-0.000310520906164775
"HOUSING DEVELOPMENT SPECIALIST",75464.1578947368,75180.8189842809,75763.9900005182,-0.00386347182231329
"HOUSING DEVELOPMENT SPECIALIST TRAINEE",49548,49548,49548,0
"HOUSING EXTERMINATOR",49540.9489795918,48859.1541611636,51421.5163644141,-0.0255519053654207
"HOUSING EXTERMINATOR-AL II & III",57182.75,56375.0231947273,58188.4301621422,-0.0158288434424726
"HOUSING EXTERMINATOR-AL IV",84410,80022.1422154964,88797.0074658917,-0.0519779021927076
"HOUSING MANAGER",88985.7300613497,89365.0691070707,88823.1300847496,0.00304138559556185
"HOUSING STOCK WORKER",47451.1111111111,47724.5260280688,43967.884136217,0.0409700419600816
"HUMAN RESOURCES ADMINISTRATOR",236088,236088,236088,0
"HUMAN RESOURCES TECHNICIAN",36831,37888,35774,0.0286986505932503
"HUMAN RIGHTS SPECIALIST",52533.0769230769,54760.1190375188,50831.4645932408,0.0372061324320691
"INCINERATOR FACILITY MANAGER",108740,108740,108740,0
"INDUSTRIAL HYGIENIST",60279.8307692308,58906.4286218591,61886.8257875646,-0.0246735397624403
"INSPECTOR",61559.6246575342,62146.774891935,56880.1646287553,0.0442472123066239
"INSPECTOR GENERAL",155882.034482759,164264.135302232,146556.673169181,0.0569700021698517
"INSTITUTIONAL AIDE",38153.012987013,38222.2051222794,37988.9788583366,0.00306026296615713
"INSTRUCTOR",61366.0588235294,61178.1886331994,61733.7634736629,-0.00452010427741362
"INSTRUMENTAL SPECIALIST",66251.9791666667,66240.9960816909,66409.3108163351,-0.00126886049930969
"INSTRUMENTAL SPECIALIST TRAINEE",46302,46302,46302,0
"INSURANCE ADVISOR",60858,60858,60858,0
"INTELLIGENCE RESEARCH MANAGER-PD",159241.666666667,151945.340744929,173774.650174096,-0.0670186357539011
"INTELLIGENCE RESEARCH SPECIALIST-PD",91576.5918367347,94267.7317081448,89414.9563287382,0.0264193399566986
"INTERPRETER",57575.8148148148,57970.5064311715,57472.9219546238,0.00431020183223358
"INTERPRETER/TRANSLATOR",57910.5,59498.5196893521,56811.9531665834,0.0230982340351783
"INVESTIGATIVE MANAGER",101320.421052632,99931.2981001414,102698.75325683,-0.0136576738650336
"INVESTIGATOR",55245.3107344633,55884.8355019802,54699.2095866991,0.0107214916431237
"INVESTIGATOR EMPL DISC",59807.1791044776,56279.0573556913,62211.0161027987,-0.0500629172888951
"INVESTIGATOR TRAINEE",43820.6,43473.8832834729,43859.1149555826,-0.00441106660571984
"INVESTMENT ANALYST",75356.92,73232.1373174649,77342.5618199613,-0.0272982415109788
"INVESTMENT MANAGER",167279.692307692,171893.469196179,160583.659084324,0.0340168064201773
"IT ASSISTANT",55906.6666666667,56664.1174163162,53555.0757575837,0.0282078063647884
"IT ASSOCIATE",71947.1463414634,71662.6499245376,72780.5030875604,-0.00773905262874709
"IT AUTOMATION AND MONITORING ENGINEER",107309.833333333,102432.694537448,117019.330394683,-0.0664684495927828
"IT INFRASTRUCTURE ENGINEER",103396.615384615,105748.184350884,75695.0375873774,0.165633890549699
"IT PROJECT SPECIALIST",103174.104477612,104496.839385123,101249.187124762,0.0157847629694334
"IT SECURITY SPECIALIST",114064.755555556,117126.666640253,99490.0646186724,0.0814184662425707
"IT SENIOR ASSOCIATE",95556.75,96765.8651968168,91806.5268465737,0.0262993871823078
"IT SERVICE MANAGEMENT SPECIALIST",92068.5,91708.0747101744,92195.6646310327,-0.0026513322817957
"IT SUPPORT ASSISTANT",40747.0888888889,40456.6647672943,41233.5076613471,-0.00950962485397313
"JOB OPPORTUNITY SPECIALIST",46767.4744094488,46501.794330029,46867.9527863381,-0.00392159631591155
"JUNIOR PUBLIC HEALTH NURSE",73829.8461538462,73955,73807.0941399791,0.00100097295508536
"JUVENILE COUNSELOR",42794.5,43178.0686576605,41712.5420831943,0.0172637063354399
"LAB SPECIALIST/ASSISTANT",86168.988372093,86460.9672337884,85765.6230581859,0.00403737990994107
"LABOR RELATIONS ANALYST",66906.7777777778,67818.9642281265,66181.0384168982,0.0122233267081886
"LABOR RELATIONS ANALYST TRAINEE",49864.6153846154,50725.397661134,48498.0832029348,0.0224474533528064
"LABOR RELATIONS TRIAL EXAMINER",129699,125001.088602392,133348.102645485,-0.0323090387965811
"LABORATORY ASSOCIATE",46777.9444444444,47652.390901559,46188.1855663525,0.0156031153080902
"LABORATORY HELPER",41580.9333333333,42368.5524069832,40448.2220821785,0.0231876976210416
"LABORATORY MICROBIOLOGIST",54755.4193548387,55979.9467050563,54254.2309088115,0.01565499769309
"LANDMARKS PRESERVATIONIST",64911.2666666667,67367.8491713066,63795.7312480928,0.0272340684189299
"LANDSCAPE ARCHITECT",94007.9381443299,94493.5476802788,93309.9549563507,0.00630229312718501
"LANDSCAPE ARCHITECT INTERN",56606.6666666667,56140,56839.0190794438,-0.00618715833381638
"LEAD ABATEMENT WORKER",52210.8620689655,52208.8741319775,52319.2562217957,-0.00105600367522766
"LECTURER",72438.2685714286,72212.6682951045,72651.5296151402,-0.00302946708963672
"LECTURER/DOCTORAL SCHEDULE",78196.7727272727,78328.5853556914,78007.0726474702,0.00205655390668873
"LEGAL COORDINATOR",53720.7777777778,54577.0359940434,53036.7796496519,0.0143128123018259
"LEGAL SECRETARIAL ASSISTANT - AL 1 ONLY",42954.5,42955.6331318182,42954.4996108375,1.3194264104554e-05
"LEGAL SECRETARIAL ASSISTANT AL 2,3,4 ONLY",56737.1315789474,52929.6194143343,57280.9235397704,-0.0394817411184348
"LEGISLATIVE ADMINISTRATIVE ASSISTANT",56988.8666666667,62061.5126271924,53609.2805209762,0.0730714459214379
"LEGISLATIVE ADMINISTRATIVE MANAGER",84470.125,76134.5099185432,88536.841484975,-0.0753156603181119
"LEGISLATIVE AIDE",67792,67792,67792,0
"LEGISLATIVE ANALYST",92025,92025,92025,0
"LEGISLATIVE ASSISTANT",68560.5573770492,69369.8707316462,67832.5884207135,0.0112044807391212
"LEGISLATIVE CLERK",43593,43593,43593,0
"LEGISLATIVE COMPUTER SUPPORT SPECIALIST",67315,67375.8982285482,62273.5451365559,0.03935499420251
"LEGISLATIVE COORDINATOR",76563.4,87641.3650004448,76531.6926091045,0.0676704969323426
"LEGISLATIVE COUNSEL",98633.1384615385,92506.1837425296,103880.479886689,-0.0579178643496625
"LEGISLATIVE FINANCIAL ANALYST",64377.4347826087,63280.0667876541,66058.8370257761,-0.0214844115435706
"LEGISLATIVE INFORMATION OFFICER",108737.5,112475,105000,0.0343717668697551
"LEGISLATIVE INVESTIGATOR",56814.125,64093.690072015,49290.2530164045,0.130560259701557
"LEGISLATIVE MESSENGER",43000,43000,43000,0
"LEGISLATIVE POLICY ANALYST",70011.1904761905,68950.9100600255,70425.845953306,-0.0105823663533921
"LEGISLATIVE PROGRAMMER/ANALYST",68507.8,67744.3274486711,71539.7359404584,-0.027249409583807
"LEGISLATIVE PROJECT MANAGER",78644.4444444444,77972.201838411,79978.7468966093,-0.0127035961117553
"LEGISLATIVE SUPPORT SERVICE COORD",52472.6666666667,46499.679324929,64297.7329022349,-0.160636004212943
"LEGISLATIVE SYSTEMS MANAGER",117587.5,117615.426192036,102250,0.0698855952850709
"LICENSED BARBER",39368.3,39368.4466535446,39306.6281730959,0.000785744158297875
"LIEUTENANT",112073.919202164,111556.911718291,119929.023716873,-0.0361668279450498
"LIEUTENANT D/A COMMANDER OF DETECTIVE SQUAD",134367.658163265,134382.879346664,134037.176440332,0.0012879175712771
"LIEUTENANT D/A SPECIAL ASSIGNMENT",134115.211764706,134128.662310131,134055.773794715,0.000271785031505057
"LOCAL INSTRUCTIONAL SUPERVISOR",192844.6,184481.11482363,194939.359886805,-0.027563734063524
"MAIL/MESSAGE SERVICES WORKER",37252.1153846154,36568.0031045668,38777.4855504518,-0.0293246813488918
"MANAGEMENT AUDITOR",74368.1296296296,74982.7113302208,73815.4859805089,0.00784435141559165
"MANAGEMENT AUDITOR TRAINEE",44104,44104,44104,0
"MANAGER OF PARK LICENSE AGREEMENTS",155449,155449,155449,0
"MANAGER OF RADIO REPAIR OPERATIONS",143336.8,143326.451483447,149882.607504455,-0.0223600049863336
"MANAGER, WATER SUPPLY",131719,131719,131719,0
"MARINE ELECTRONICS TECHNICIAN",101245.5,101256.00045597,96712,0.0229532068086946
"MARINE ENGINEER",78771.7692307692,79355.7412956052,65153.3921232383,0.0982799414567316
"MARINE MAINTENANCE MECHANIC",71073.3636363636,71081.8551163071,66985.9359911583,0.0296660002473767
"MARINE OILER",57156.2083333333,57172.589216846,56514.8755308733,0.00578527885578429
"MARINER",66693,66684.8639232363,66791,-0.000795170554765875
"MARKET AGENT",53935.8888888889,54733.6799123085,51183.5020765419,0.0335184317511423
"MATE",60743.1772151899,60779.6902722161,58367.5337745459,0.0202451758063913
"MAYOR",258750,258750,NA,NA
"MAYORAL OFFICE ASSISTANT",53534.875,52309.8017967681,53955.4510360149,-0.015486240284361
"MAYORAL PROGRAM COORDINATOR",74514,86532.5207755953,73468.9574407849,0.0816465165224516
"MECHANICAL ENGINEER",90660.8518518519,90754.9559806561,89972.8089978672,0.00432776326803907
"MECHANICAL ENGINEERING INTERN",54363,54432.7107592469,54072.7197393257,0.00331772353021468
"MEDIA SERVICES TECHNICIAN",51214.8076923077,51644.6334334677,50010.6850936815,0.0160734171458998
"MEDICAL DIRECTOR",188098,188098,188098,0
"MEDICAL RECORD LIBRARIAN",56470,59785.0101865028,55140.624739201,0.0404120930052226
"MEDICOLEGAL ANALYST",80095,80095,80095,0
"MEDICOLEGAL INVESTIGATOR",101275.733333333,107242.93140857,96759.2648212162,0.0513899692312378
