Name,F,M,M_weight,F_weight
ANDREANA,29,0,0,1
ANDREANNA,10,0,0,1
ANDREAS,0,901,1,0
ANDREE,132,5,0.03649635,0.96350365
ANDREI,0,141,1,0
ANDREINA,118,0,0,1
ANDRES,0,4595,1,0
ANDREW,239,107487,0.997781408,0.002218592
ANDREWS,0,35,1,0
ANDREY,0,109,1,0
ANDRIA,449,0,0,1
ANDRIANA,115,0,0,1
ANDRIANNA,11,0,0,1
ANDROMEDA,5,0,0,1
ANDRY,0,18,1,0
ANDRZEJ,0,5,1,0
ANDY,0,7477,1,0
ANECIA,6,0,0,1
ANEESA,159,0,0,1
ANEESAH,16,0,0,1
ANEESHA,12,0,0,1
ANEISHA,11,0,0,1
ANEL,45,0,0,1
ANELA,7,0,0,1
ANELISE,5,0,0,1
ANESA,7,0,0,1
ANESHA,5,0,0,1
ANESSA,42,0,0,1
ANETTE,99,0,0,1
ANEUDI,0,5,1,0
ANEUDY,0,22,1,0
ANFERNEE,0,58,1,0
ANGAD,0,10,1,0
ANGEL,3597,23128,0.865406922,0.134593078
ANGELA,38130,39,0.001021772,0.998978228
ANGELEA,14,0,0,1
ANGELEAH,5,0,0,1
ANGELEE,36,0,0,1
ANGELENA,71,0,0,1
ANGELENE,11,0,0,1
ANGELES,97,0,0,1
ANGELI,88,0,0,1
ANGELIA,410,0,0,1
ANGELIC,188,0,0,1
ANGELICA,6156,0,0,1
ANGELIE,158,0,0,1
ANGELIKA,239,0,0,1
ANGELIKI,10,0,0,1
ANGELIN,12,0,0,1
ANGELINA,17651,0,0,1
ANGELINE,3509,0,0,1
ANGELIQU,5,0,0,1
ANGELIQUE,2434,0,0,1
ANGELIS,64,0,0,1
ANGELISE,69,0,0,1
ANGELISSE,6,0,0,1
ANGELITA,163,0,0,1
ANGELIZ,26,0,0,1
ANGELLA,42,0,0,1
ANGELLINA,5,0,0,1
ANGELLY,5,0,0,1
ANGELO,19,17421,0.99891055,0.00108945
ANGELOS,0,15,1,0
ANGELY,260,0,0,1
ANGELYN,57,0,0,1
ANGELYNA,11,0,0,1
ANGELYS,5,0,0,1
ANGIE,3398,0,0,1
ANGUS,0,373,1,0
ANGY,5,0,0,1
ANHAR,6,0,0,1
ANI,122,0,0,1
ANIA,206,0,0,1
ANIAH,136,0,0,1
ANIBAL,0,948,1,0
ANIELA,29,0,0,1
ANIELLO,0,247,1,0
ANIJAH,30,0,0,1
ANIKA,993,0,0,1
ANIL,0,267,1,0
ANILA,5,0,0,1
ANILAH,5,0,0,1
ANIQA,17,0,0,1
ANIS,0,6,1,0
ANISA,646,0,0,1
ANISAH,69,0,0,1
ANISE,5,0,0,1
ANISH,0,109,1,0
ANISHA,487,0,0,1
ANISJON,0,6,1,0
ANISSA,634,0,0,1
ANISSIA,5,0,0,1
ANITA,17920,0,0,1
ANITRA,130,0,0,1
ANIYA,1009,0,0,1
ANIYAH,1520,0,0,1
ANIYLA,5,0,0,1
ANIYLAH,33,0,0,1
ANJA,38,0,0,1
ANJALI,631,0,0,1
ANJANETTE,123,0,0,1
ANJELICA,223,0,0,1
ANJELINA,10,0,0,1
ANJELIQUE,5,0,0,1
ANJOLI,5,0,0,1
ANJOLIE,6,0,0,1
ANJULI,26,0,0,1
ANKIT,0,37,1,0
ANKITA,5,0,0,1
ANKUR,0,17,1,0
ANMOL,10,0,0,1
ANN,59737,78,0.001304021,0.998695979
ANNA,71346,103,0.001441588,0.998558412
ANNABEL,844,0,0,1
ANNABELL,96,0,0,1
ANNABELLA,847,0,0,1
ANNABELLE,3268,0,0,1
ANNABETH,11,0,0,1
ANNAELLE,5,0,0,1
ANNAIS,6,0,0,1
ANNALEAH,15,0,0,1
ANNALEE,138,0,0,1
ANNALEIGH,28,0,0,1
ANNALIA,16,0,0,1
ANNALIESE,226,0,0,1
ANNALISA,351,0,0,1
ANNALISE,714,0,0,1
ANNALYN,12,0,0,1
ANNALYNN,12,0,0,1
ANNALYSE,37,0,0,1
ANNAMAE,215,0,0,1
ANNAMARI,6,0,0,1
ANNAMARIA,595,0,0,1
ANNAMARIE,1253,0,0,1
ANNAMAY,56,0,0,1
ANNASTASIA,16,0,0,1
ANNE,46931,31,0.000660108,0.999339892
ANNEKE,5,0,0,1
ANNEL,5,0,0,1
ANNELIESE,274,0,0,1
ANNELISE,220,0,0,1
ANNEMARI,13,0,0,1
ANNEMARIE,2157,0,0,1
ANNETT,5,0,0,1
ANNETTA,178,0,0,1
ANNETTE,18146,0,0,1
ANNICE,6,0,0,1
ANNIE,4666,0,0,1
ANNIKA,713,0,0,1
ANNINA,6,0,0,1
ANNISA,5,0,0,1
ANNISSA,16,0,0,1
ANNITA,5,0,0,1
ANNIYAH,21,0,0,1
ANNMARGARET,6,0,0,1
ANNMARIE,4575,0,0,1
ANNORA,5,0,0,1
ANNY,130,0,0,1
ANORA,5,0,0,1
ANOUK,22,0,0,1
ANOUSHKA,11,0,0,1
ANSEL,0,98,1,0
ANSELMO,0,16,1,0
ANSH,0,58,1,0
ANSLEY,16,0,0,1
ANSON,0,523,1,0
ANTANASIA,7,0,0,1
ANTHEA,5,0,0,1
ANTHONEY,0,15,1,0
ANTHONI,0,5,1,0
ANTHONY,804,191572,0.995820684,0.004179316
ANTIGONE,5,0,0,1
ANTIONE,0,244,1,0
ANTIONETTE,637,0,0,1
ANTOINE,0,2367,1,0
ANTOINET,8,0,0,1
ANTOINETTA,44,0,0,1
ANTOINETTE,17129,0,0,1
ANTON,0,1866,1,0
ANTONE,0,26,1,0
ANTONELLA,869,0,0,1
ANTONETTA,81,0,0,1
ANTONETTE,1068,0,0,1
ANTONI,0,131,1,0
ANTONIA,3408,6,0.001757469,0.998242531
ANTONIETTA,313,0,0,1
ANTONIETTE,25,0,0,1
ANTONINA,659,0,0,1
ANTONINO,0,503,1,0
ANTONIO,11,16459,0.999332119,0.000667881
ANTONIOS,0,129,1,0
ANTONY,0,1036,1,0
ANTUAN,0,5,1,0
ANTWAIN,0,6,1,0
ANTWAN,0,447,1,0
ANTWOINE,0,5,1,0
ANTWON,0,181,1,0
ANTWONE,0,37,1,0
ANUJ,0,11,1,0
ANUM,45,0,0,1
ANUP,0,6,1,0
ANUSHA,44,0,0,1
ANUSHKA,85,0,0,1
ANVI,10,0,0,1
ANWAR,0,276,1,0
ANYA,1173,0,0,1
ANYAH,64,0,0,1
ANYELI,10,0,0,1
ANYIA,20,0,0,1
ANYLA,95,0,0,1
ANYLAH,71,0,0,1
ANYSSA,42,0,0,1
AOIFE,201,0,0,1
APHRODITE,37,0,0,1
APOLLO,0,111,1,0
APOSTOLOS,0,13,1,0
APPLE,5,0,0,1
APRIL,10736,0,0,1
APRILE,5,0,0,1
APRYL,27,0,0,1
AQIB,0,10,1,0
AQSA,43,0,0,1
AQUASIA,5,0,0,1
AQUEELAH,5,0,0,1
AQUILA,23,0,0,1
AQUILES,0,5,1,0
ARA,15,10,0.4,0.6
ARABELLA,781,0,0,1
ARABELLE,45,0,0,1
ARABIA,17,0,0,1
ARACELI,234,0,0,1
ARACELIS,423,0,0,1
ARACELY,162,0,0,1
ARADHYA,5,0,0,1
ARAF,0,39,1,0
ARAFAT,0,12,1,0
ARALYN,5,0,0,1
ARALYNN,5,0,0,1
ARAM,0,71,1,0
ARAMIS,0,205,1,0
ARAN,0,11,1,0
ARANTXA,5,0,0,1
ARANTZA,9,0,0,1
ARANZA,36,0,0,1
ARAS,0,5,1,0
ARASH,0,10,1,0
ARAV,0,44,1,0
ARAYA,43,0,0,1
ARAYAH,5,0,0,1
ARBEN,0,60,1,0
ARBER,0,51,1,0
ARBI,0,5,1,0
ARCADIO,0,36,1,0
ARCANGEL,0,6,1,0
ARCANGELO,0,10,1,0
ARCHER,0,325,1,0
ARCHIBALD,0,140,1,0
ARCHIE,0,1411,1,0
ARDA,0,50,1,0
ARDELL,13,0,0,1
ARDEN,369,191,0.341071429,0.658928571
ARDETH,8,0,0,1
ARDIAN,0,16,1,0
ARDIS,21,0,0,1
ARDIT,0,18,1,0
ARDITA,5,0,0,1
ARDITH,38,0,0,1
AREEB,0,11,1,0
AREEBA,39,0,0,1
AREEBAH,5,0,0,1
AREEJ,20,0,0,1
AREESHA,19,0,0,1
AREL,0,5,1,0
ARELI,122,0,0,1
ARELIS,224,0,0,1
ARELY,209,0,0,1
ARELYS,6,0,0,1
AREN,0,40,1,0
ARES,0,157,1,0
ARETHA,203,0,0,1
ARETI,6,0,0,1
ARFA,25,0,0,1
ARGELIS,0,21,1,0
ARGENIS,0,236,1,0
ARHAAN,0,16,1,0
ARHAM,0,227,1,0
ARHAN,0,5,1,0
ARI,74,2343,0.969383533,0.030616467
ARIA,2809,0,0,1
ARIADNA,146,0,0,1
ARIADNE,101,0,0,1
ARIAH,320,0,0,1
ARIAN,0,324,1,0
ARIANA,7899,0,0,1
ARIANAH,6,0,0,1
ARIANE,284,0,0,1
ARIANNA,7714,0,0,1
ARIANNAH,12,0,0,1
ARIANNE,297,0,0,1
ARIANNY,184,0,0,1
ARIANY,5,0,0,1
ARIBELLA,14,0,0,1
ARIC,0,235,1,0
ARICA,19,0,0,1
ARIE,20,32,0.615384615,0.384615385
ARIEANA,5,0,0,1
ARIEANNA,36,0,0,1
ARIEL,4665,4261,0.477369482,0.522630518
ARIELA,430,0,0,1
ARIELE,18,0,0,1
ARIELIS,15,0,0,1
ARIELL,16,0,0,1
ARIELLA,1875,0,0,1
ARIELLE,3104,0,0,1
ARIELYS,17,0,0,1
ARIES,29,96,0.768,0.232
ARIETTA,5,0,0,1
ARIF,0,97,1,0
ARIHANNA,29,0,0,1
ARIK,0,30,1,0
ARIKA,11,0,0,1
ARIN,6,32,0.842105263,0.157894737
ARINA,58,0,0,1
ARION,0,102,1,0
ARIONNA,39,0,0,1
ARIS,0,128,1,0
ARISA,6,0,0,1
ARISHA,115,0,0,1
ARISSA,88,0,0,1
ARISTIDES,0,31,1,0
ARIUS,0,5,1,0
ARIYA,178,0,0,1
ARIYAH,162,0,0,1
ARIYAN,6,30,0.833333333,0.166666667
ARIYANA,151,0,0,1
ARIYANNA,99,0,0,1
ARIZONA,6,0,0,1
ARJAN,0,5,1,0
ARJEN,0,5,1,0
ARJENIS,0,7,1,0
ARJETA,5,0,0,1
ARJUN,0,607,1,0
ARKAN,0,6,1,0
ARLA,6,0,0,1
ARLAND,0,10,1,0
ARLEEN,2022,0,0,1
ARLEN,0,39,1,0
ARLENE,21672,10,0.000461212,0.999538788
ARLENIS,5,0,0,1
ARLENY,5,0,0,1
ARLET,36,0,0,1
ARLETH,103,0,0,1
ARLETT,5,0,0,1
ARLETTA,31,0,0,1
ARLETTE,270,0,0,1
ARLIE,10,0,0,1
ARLIN,16,0,0,1
ARLIND,0,31,1,0
ARLINDA,12,0,0,1
ARLINE,3135,0,0,1
ARLINGTON,0,44,1,0
ARLO,5,341,0.985549133,0.014450867
ARLY,103,0,0,1
ARLYN,70,0,0,1
ARLYNE,183,0,0,1
ARLYNNE,5,0,0,1
ARMAAN,0,255,1,0
ARMAN,0,285,1,0
ARMAND,0,1599,1,0
ARMANDO,0,3297,1,0
ARMANI,373,940,0.715917746,0.284082254
ARMEN,0,11,1,0
ARMEND,0,11,1,0
ARMIDA,20,0,0,1
ARMIN,0,58,1,0
ARMON,0,5,1,0
ARMOND,0,166,1,0
ARMONDO,0,14,1,0
ARNALDO,0,459,1,0
ARNAV,0,158,1,0
ARNE,0,171,1,0
ARNELLE,31,0,0,1
ARNETT,0,10,1,0
ARNETTA,32,0,0,1
ARNETTE,6,0,0,1
ARNIE,0,5,1,0
ARNO,0,6,1,0
ARNOLD,0,12352,1,0
ARON,0,3409,1,0
AROUSH,10,0,0,1
ARRIANA,26,0,0,1
ARRIANNA,28,0,0,1
ARRON,0,309,1,0
ARSEN,0,5,1,0
ARSENIO,0,100,1,0
ARSH,0,28,1,0
ARSHAN,0,20,1,0
ARSHDEEP,5,0,0,1
ARSHIYA,11,0,0,1
ARSLAN,0,15,1,0
ART,0,60,1,0
ARTA,11,0,0,1
ARTAN,0,6,1,0
ARTEM,0,30,1,0
ARTEMIS,60,5,0.076923077,0.923076923
ARTHUR,104,59262,0.998248156,0.001751844
ARTIE,0,153,1,0
ARTIS,0,12,1,0
ARTISHA,5,0,0,1
ARTUR,0,26,1,0
ARTURO,0,1383,1,0
ARUN,0,113,1,0
ARUNA,12,0,0,1
ARUSHI,6,0,0,1
ARVID,0,6,1,0
ARVILLA,50,0,0,1
ARVIN,0,166,1,0
ARVIND,0,26,1,0
ARWA,44,0,0,1
ARWEN,37,0,0,1
ARYA,927,62,0.062689585,0.937310415
ARYAH,26,0,0,1
ARYAN,0,536,1,0
ARYANA,389,0,0,1
ARYANNA,522,0,0,1
ARYE,0,194,1,0
ARYEH,0,1161,1,0
ARYIA,5,0,0,1
ARYN,6,0,0,1
ARYONNA,5,0,0,1
ASA,0,528,1,0
ASAD,0,167,1,0
ASADBEK,0,19,1,0
ASAF,0,11,1,0
ASAHD,0,10,1,0
ASAIAH,0,5,1,0
ASANI,15,5,0.25,0.75
ASANTE,0,17,1,0
ASEEL,50,0,0,1
ASH,0,16,1,0
ASHA,761,0,0,1
ASHAKI,12,0,0,1
ASHANTA,6,0,0,1
ASHANTE,115,0,0,1
ASHANTEE,6,0,0,1
ASHANTI,894,88,0.089613035,0.910386965
ASHANTY,65,0,0,1
ASHAR,0,14,1,0
ASHELEY,6,0,0,1
ASHELY,468,0,0,1
ASHER,6,2937,0.997961264,0.002038736
ASHIA,69,0,0,1
ASHIRA,6,0,0,1
ASHISH,0,28,1,0
ASHLEA,49,0,0,1
ASHLEE,1866,0,0,1
ASHLEI,27,0,0,1
ASHLEIGH,1311,0,0,1
ASHLEY,48326,674,0.013755102,0.986244898
ASHLEYANN,7,0,0,1
ASHLI,155,0,0,1
ASHLIE,331,0,0,1
ASHLIN,34,0,0,1
ASHLING,11,0,0,1
ASHLY,694,0,0,1
ASHLYN,1082,0,0,1
ASHLYNN,446,0,0,1
ASHNA,17,0,0,1
ASHRAF,0,69,1,0
ASHTEN,0,5,1,0
ASHTIN,14,0,0,1
ASHTON,166,2340,0.933758978,0.066241022
ASHTYN,5,10,0.666666667,0.333333333
ASHWIN,0,61,1,0
ASHYA,5,0,0,1
ASIA,2053,0,0,1
ASIAH,17,5,0.227272727,0.772727273
ASIEL,0,5,1,0
ASIF,0,91,1,0
ASIM,0,92,1,0
ASIYA,73,0,0,1
ASIYAH,64,0,0,1
ASLAN,0,5,1,0
ASLEY,12,0,0,1
ASMA,296,0,0,1
ASMAA,40,0,0,1
ASMAR,0,5,1,0
ASPASIA,5,0,0,1
ASPEN,127,16,0.111888112,0.888111888
ASPYN,5,0,0,1
ASSA,5,0,0,1
ASSATA,48,0,0,1
ASSER,0,7,1,0
ASSETOU,5,0,0,1
ASSUNTA,543,0,0,1
ASTON,0,120,1,0
ASTRAEA,5,0,0,1
ASTRID,803,0,0,1
ASWAD,0,5,1,0
ASYA,40,0,0,1
ATARA,376,0,0,1
ATARAH,18,0,0,1
ATHALIA,5,0,0,1
ATHAN,0,18,1,0
ATHANASIA,26,0,0,1
ATHANASIOS,0,183,1,0
ATHARV,0,11,1,0
ATHENA,2530,0,0,1
ATHINA,30,0,0,1
ATIANA,5,0,0,1
ATIANNA,5,0,0,1
ATIBA,0,75,1,0
ATIF,0,10,1,0
ATIRA,5,0,0,1
ATIYA,226,0,0,1
ATLAS,0,166,1,0
ATLEE,0,10,1,0
ATO,0,6,1,0
ATOM,0,5,1,0
ATREUS,0,14,1,0
ATREYU,0,35,1,0
ATTICUS,0,315,1,0
ATTILA,0,6,1,0
ATTILIO,0,218,1,0
AUBREE,1103,0,0,1
AUBREIGH,10,0,0,1
AUBREY,3651,846,0.188125417,0.811874583
AUBRI,58,0,0,1
AUBRIANA,49,0,0,1
AUBRIANNA,112,0,0,1
AUBRIE,329,0,0,1
AUBRIELLA,91,0,0,1
AUBRIELLE,86,0,0,1
AUBRY,20,0,0,1
AUDEN,0,22,1,0
AUDIE,0,37,1,0
AUDRA,1185,0,0,1
AUDREA,5,0,0,1
AUDREY,20718,0,0,1
AUDRIANA,163,0,0,1
AUDRIANNA,147,0,0,1
AUDRIE,10,0,0,1
AUDRINA,197,0,0,1
AUGIE,0,23,1,0
AUGUST,137,3785,0.965068842,0.034931158
AUGUSTA,933,0,0,1
AUGUSTEN,0,6,1,0
AUGUSTIN,0,219,1,0
AUGUSTINA,10,0,0,1
AUGUSTINE,29,1125,0.974870017,0.025129983
AUGUSTINO,0,15,1,0
AUGUSTO,0,196,1,0
AUGUSTUS,0,1122,1,0
AULANI,6,0,0,1
AUNDREA,13,0,0,1
AURA,236,0,0,1
AUREA,223,0,0,1
AURELIA,653,0,0,1
AURELIE,5,0,0,1
AURELIO,0,326,1,0
AURIA,27,0,0,1
AURIELLA,7,0,0,1
AUROHOM,0,5,1,0
AURORA,2875,0,0,1
AUSTEN,0,213,1,0
AUSTIN,82,14705,0.994454588,0.005545412
AUSTON,0,32,1,0
AUSTYN,17,104,0.859504132,0.140495868
AUTUM,55,0,0,1
AUTUMN,4686,0,0,1
AVA,16660,11,0.000659828,0.999340172
AVAH,172,0,0,1
AVALEE,39,0,0,1
AVALEIGH,10,0,0,1
AVALINA,5,0,0,1
AVALON,26,0,0,1
AVALYN,84,0,0,1
AVALYNN,75,0,0,1
AVAMARIE,50,0,0,1
AVANGELINE,16,0,0,1
AVANI,167,0,0,1
AVANT,0,26,1,0
AVANTE,0,26,1,0
AVARIE,29,0,0,1
AVAROSE,5,0,0,1
AVARY,12,0,0,1
AVAYAH,15,0,0,1
AVE,10,0,0,1
AVEER,0,8,1,0
AVELINE,33,0,0,1
AVELINO,0,5,1,0
AVELYN,5,0,0,1
AVEN,25,36,0.590163934,0.409836066
AVERI,136,0,0,1
AVERIE,308,0,0,1
AVERY,5134,3064,0.373749695,0.626250305
AVI,0,858,1,0
AVIA,39,0,0,1
AVIAN,5,68,0.931506849,0.068493151
AVIANA,356,0,0,1
AVIANCE,5,0,0,1
AVIANNA,347,0,0,1
AVIEL,0,127,1,0
AVIELLE,5,0,0,1
AVIGAIL,402,0,0,1
AVIGAYIL,186,0,0,1
AVIGDOR,0,175,1,0
AVIKA,6,0,0,1
AVIN,0,16,1,0
AVINASH,0,182,1,0
AVION,7,97,0.932692308,0.067307692
AVIONNA,6,0,0,1
AVIRAJ,0,11,1,0
AVIS,648,0,0,1
AVITAL,291,0,0,1
AVIV,0,57,1,0
AVIVA,911,0,0,1
AVIYA,5,0,0,1
AVLEEN,17,0,0,1
AVNEET,29,0,0,1
AVNI,46,0,0,1
AVNOOR,5,0,0,1
AVON,0,11,1,0
AVRAHAM,0,1850,1,0
AVRAHOM,0,11,1,0
AVRAM,0,36,1,0
AVRIL,151,0,0,1
AVROHAM,0,10,1,0
AVROHOM,0,1471,1,0
AVRUM,0,266,1,0
AVRUMI,0,39,1,0
AVRUMY,0,29,1,0
AVRY,0,6,1,0
AVYAAN,0,15,1,0
AVYAN,0,10,1,0
AVYANNA,18,0,0,1
AWA,207,0,0,1
AWAB,0,5,1,0
AWAIS,0,12,1,0
AWILDA,1014,0,0,1
AXEL,0,1903,1,0
AXL,0,67,1,0
AXTON,0,40,1,0
AYA,483,0,0,1
AYAAN,0,646,1,0
AYAAT,6,0,0,1
AYAD,0,5,1,0
AYAH,300,0,0,1
AYALA,189,0,0,1
AYAN,7,295,0.976821192,0.023178808
AYANA,1312,0,0,1
AYANNA,1476,0,0,1
AYAT,124,0,0,1
AYAZ,0,12,1,0
AYDA,6,0,0,1
AYDAN,0,274,1,0
AYDEN,30,3727,0.992014906,0.007985094
AYDENN,0,13,1,0
AYDIN,0,397,1,0
AYELEN,29,0,0,1
AYELET,255,0,0,1
AYESHA,987,0,0,1
AYEZA,9,0,0,1
AYHAM,0,16,1,0
AYIANA,5,0,0,1
AYINDE,0,16,1,0
AYISHA,153,0,0,1
AYLA,1080,0,0,1
AYLAH,26,0,0,1
AYLAN,0,8,1,0
AYLEEN,223,0,0,1
AYLEN,35,0,0,1
AYLIN,633,0,0,1
AYMAN,0,235,1,0
AYMAR,8,0,0,1
AYODEJI,0,6,1,0
AYODELE,5,17,0.772727273,0.227272727
AYOMIDE,0,33,1,0
AYONNA,6,0,0,1
AYOUB,0,43,1,0
AYRA,45,0,0,1
AYRTON,0,10,1,0
AYSE,6,0,0,1
AYSEL,5,0,0,1
AYSHA,283,0,0,1
AYSIA,43,0,0,1
AYUB,0,24,1,0
AYUSH,0,84,1,0
AYVA,117,0,0,1
AYVAH,34,0,0,1
AYYAN,0,13,1,0
AYZA,5,0,0,1
AZAAN,0,123,1,0
AZAEL,0,5,1,0
AZAI,0,13,1,0
AZAIAH,0,16,1,0
AZALEA,282,0,0,1
AZALIA,37,0,0,1
AZAN,0,61,1,0
AZARI,0,7,1,0
AZARIA,278,0,0,1
AZARIAH,224,138,0.38121547,0.61878453
AZARIAS,0,5,1,0
AZEEM,0,11,1,0
AZEEZ,0,5,1,0
AZELL,0,6,1,0
AZENETH,6,0,0,1
AZIA,17,0,0,1
AZIAH,6,0,0,1
AZIEL,0,5,1,0
AZIM,0,16,1,0
AZIMJON,0,5,1,0
AZIZ,0,122,1,0
AZIZA,227,0,0,1
AZKA,5,0,0,1
AZLAN,0,31,1,0
AZLYN,5,0,0,1
AZRA,73,0,0,1
AZRAEL,0,5,1,0
AZRIEL,0,184,1,0
AZUCENA,12,0,0,1
AZUL,44,0,0,1
AZURA,5,0,0,1
AZURE,6,0,0,1
BABACAR,0,17,1,0
BABATUNDE,0,15,1,0
BABETTE,474,0,0,1
BABY,42,105,0.714285714,0.285714286
BABYBOY,0,84,1,0
BABYGIRL,48,0,0,1
BAILA,1797,0,0,1
BAILEE,258,0,0,1
BAILEY,2276,532,0.189458689,0.810541311
BAILY,23,0,0,1
BAKARI,0,7,1,0
BAKARY,0,21,1,0
BAKER,0,12,1,0
BALDWIN,0,16,1,0
BALEIGH,5,0,0,1
BAMBI,291,0,0,1
BARACK,0,11,1,0
BARAK,0,15,1,0
BARB,122,0,0,1
BARBARA,147125,331,0.002244737,0.997755263
BARBARAANN,144,0,0,1
BARBARAJEAN,5,0,0,1
BARBARANN,16,0,0,1
BARBETTE,6,0,0,1
BARBIE,109,0,0,1
BARBRA,515,0,0,1
BARI,459,0,0,1
BARKIM,0,6,1,0
BARNABY,0,6,1,0
BARNET,0,57,1,0
BARNETT,0,173,1,0
BARNEY,0,914,1,0
BARON,0,380,1,0
BARRETT,0,411,1,0
BARRI,33,0,0,1
BARRIE,244,90,0.269461078,0.730538922
BARRINGTON,0,193,1,0
BARRON,0,63,1,0
BARRY,10,19093,0.999476522,0.000523478
BART,0,1145,1,0
BARTHOLOMEW,0,645,1,0
BARTOLO,0,5,1,0
BARTOLOMEO,0,6,1,0
BARTON,0,633,1,0
BARTOSZ,0,19,1,0
BARUCH,0,861,1,0
BAS,5,0,0,1
BASHA,6,0,0,1
BASHAR,0,18,1,0
BASHIR,0,26,1,0
BASHY,10,0,0,1
BASIL,0,1097,1,0
BASILIO,0,22,1,0
BASMA,5,0,0,1
BASSHEVA,5,0,0,1
BASSY,46,0,0,1
BASTIAN,0,48,1,0
BASYA,388,0,0,1
BATHSHEBA,5,0,0,1
BATSHEVA,704,0,0,1
BATYA,228,0,0,1
BAXTER,0,13,1,0
BAY,10,0,0,1
BAYAN,45,0,0,1
BAYARD,0,16,1,0
BAYLA,58,0,0,1
BAYLEE,325,0,0,1
BAYLEIGH,38,0,0,1
BAYLIE,16,0,0,1
BAYLOR,0,5,1,0
BAYRON,0,101,1,0
BEA,28,0,0,1
BEAR,0,17,1,0
BEATA,5,0,0,1
BEATRICE,20605,0,0,1
BEATRIX,216,0,0,1
BEATRIZ,1087,0,0,1
BEAU,0,693,1,0
BEAUTIFUL,12,0,0,1
BEBE,50,0,0,1
BECCA,34,0,0,1
BECK,0,10,1,0
BECKETT,0,426,1,0
BECKHAM,0,89,1,0
BECKI,27,0,0,1
BECKIE,12,0,0,1
BECKY,2118,0,0,1
BEHRUZ,0,6,1,0
BEILA,26,0,0,1
BEILY,6,0,0,1
BEKIM,0,22,1,0
BELA,5,5,0.5,0.5
BELAL,0,5,1,0
BELEN,198,0,0,1
BELINDA,3484,0,0,1
BELKIS,35,0,0,1
BELLA,4741,0,0,1
BELLAMY,25,15,0.375,0.625
BELLAROSE,52,0,0,1
BELLE,1342,0,0,1
BELMA,5,0,0,1
BELVA,73,0,0,1
BEN,0,3373,1,0
BENAIAH,0,5,1,0
BENAY,11,0,0,1
BENEDETTA,107,0,0,1
BENEDETTO,0,231,1,0
BENEDICT,0,1378,1,0
BENICIO,0,108,1,0
BENIGNO,0,74,1,0
BENITA,655,0,0,1
BENITO,0,500,1,0
BENJAMEN,0,26,1,0
BENJAMIN,53,47761,0.998891538,0.001108462
BENJI,0,17,1,0
BENJIE,0,5,1,0
BENJIMAN,0,6,1,0
BENNET,0,28,1,0
BENNETT,0,1946,1,0
BENNIE,0,939,1,0
BENNO,0,5,1,0
BENNY,0,2897,1,0
BENSON,0,619,1,0
BENTLEE,0,36,1,0
BENTLEY,0,1076,1,0
BENTLY,0,38,1,0
BENTON,0,53,1,0
BENTZION,0,138,1,0
BENTZY,0,6,1,0
BENYAMIN,0,96,1,0
BENZION,0,728,1,0
BERDINE,5,0,0,1
BEREL,0,69,1,0
BERENICE,275,0,0,1
BERIL,0,5,1,0
BERISH,0,165,1,0
BERKELEY,5,0,0,1
BERL,0,131,1,0
BERLIN,6,0,0,1
BERLINDA,5,0,0,1
BERLYN,5,0,0,1
BERNA,5,0,0,1
BERNADET,9,0,0,1
BERNADETTE,8204,0,0,1
BERNADINE,950,0,0,1
BERNARD,22,29824,0.999262883,0.000737117
BERNARDINE,148,0,0,1
BERNARDINO,0,6,1,0
BERNARDO,0,603,1,0
BERNEICE,7,0,0,1
BERNETTA,8,0,0,1
BERNETTE,5,0,0,1
BERNHARD,0,177,1,0
BERNHARDT,0,5,1,0
BERNICE,12596,0,0,1
BERNIE,0,397,1,0
BERNIECE,113,0,0,1
BERNITA,11,0,0,1
BERNYCE,5,0,0,1
BERONICA,5,0,0,1
BERT,0,1881,1,0
BERTA,71,0,0,1
BERTHA,7226,0,0,1
BERTIE,18,0,0,1
BERTIL,0,12,1,0
BERTON,0,62,1,0
BERTRAM,0,1707,1,0
BERTRAND,0,208,1,0
BERYL,878,5,0.005662514,0.994337486
BESIM,0,6,1,0
BESNIK,0,17,1,0
BESS,213,0,0,1
BESSIE,3727,0,0,1
BETH,14278,5,0.000350067,0.999649933
BETHANIE,55,0,0,1
BETHANN,259,0,0,1
BETHANNE,86,0,0,1
BETHANY,4016,0,0,1
BETHSAIDA,32,0,0,1
BETHZAIDA,64,0,0,1
BETHZY,21,0,0,1
BETINA,5,0,0,1
BETSABE,6,0,0,1
BETSAIDA,16,0,0,1
BETSEY,189,0,0,1
BETSY,4476,0,0,1
BETTE,2456,0,0,1
BETTI,10,0,0,1
BETTIE,476,0,0,1
BETTINA,829,0,0,1
BETTY,39676,24,0.000604534,0.999395466
BETTYANN,215,0,0,1
BETTYE,41,0,0,1
BETTYJANE,28,0,0,1
BETTYJEAN,6,0,0,1
BETTYLOU,63,0,0,1
BETZAIDA,156,0,0,1
BETZALEL,0,88,1,0
BETZY,18,0,0,1
BEULAH,1449,0,0,1
BEVERLEE,17,0,0,1
BEVERLEY,886,0,0,1
BEVERLY,25015,92,0.003664317,0.996335683
BEVIN,26,0,0,1
BEXLEY,10,0,0,1
BEYONCE,133,0,0,1
BIAGIO,0,258,1,0
BIANA,5,0,0,1
BIANCA,6517,0,0,1
BIANKA,86,0,0,1
BIBI,173,0,0,1
BIENVENIDO,0,156,1,0
