"Title","Average_2014","Male_2014","Female_2014","Gap_2014","Average_2015","Male_2015","Female_2015","Gap_2015","Average_2016","Male_2016","Female_2016","Gap_2016","Average_2017","Male_2017","Female_2017","Gap_2017","Average_2018","Male_2018","Female_2018","Gap_2018","Average_2019","Male_2019","Female_2019","Gap_2019","Average_2020","Male_2020","Female_2020","Gap_2020"
"DIRECTOR OF RESEARCH PLANNING AND POLICY ANALYSIS",120585.292132984,120585.292132984,120585.292132984,"0.0%",125876.921294134,125876.921294134,125876.921294134,"0.0%",137901.852638417,137901.852638417,137901.852638417,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,90638.5227993516,90638.5227993516,NA,NA,123600,123600,NA,NA
"DIRECTOR OF REVIEW & COUNSELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170000,170000,NA,NA
"DIRECTOR OF SCHEDULING",100291.677731831,100291.677731831,100291.677731831,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIRECTOR OF SCHOOL SAFETY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189842.386003242,189842.386003242,189842.386003242,"0.0%",194160,194160,194160,"0.0%"
"DIRECTOR OF SECURITY",88091.8727822249,88279.232777989,79303.9334538826,"5.4%",105990.097230462,106334.46017759,85129.078276232,"11.1%",121541.06973316,121534.052218337,124893.00008014,"-1.4%",110252.328455764,110242.054125211,113652.465473568,"-1.5%",107181.033657674,107171.045538745,110486.453191668,"-1.5%",111705.433234665,111697.260882006,114409.951904483,"-1.2%",110552,110548.729028031,111720.294385145,"-0.5%"
"DIRECTOR OF STORES",132002.279879105,132002.279879105,132002.279879105,"0.0%",137795.108294727,137795.108294727,137795.108294727,"0.0%",NA,NA,NA,NA,103073.523521679,103073.523521679,103073.523521679,"0.0%",100202.208411632,100202.208411632,100202.208411632,"0.0%",102777.03519158,102777.03519158,102777.03519158,"0.0%",105115,105115,105115,"0.0%"
"DIRECTOR OF SUPPORT SERVICES-PD",191848.763508985,191848.763508985,191848.763508985,"0.0%",213532.740706144,213532.740706144,213532.740706144,"0.0%",228470.434039576,228470.434039576,228470.434039576,"0.0%",236434.967552492,236434.967552492,236434.967552492,"0.0%",229848.607916361,229848.607916361,229848.607916361,"0.0%",235753.819085207,235753.819085207,235753.819085207,"0.0%",241116,241116,241116,"0.0%"
"DIRECTOR OF TECHNICAL SERVICES",128807.041238287,128807.041238287,128807.041238287,"0.0%",134459.487850137,134459.487850137,134459.487850137,"0.0%",144576.837847292,144576.837847292,144576.837847292,"0.0%",146452.887570184,146452.887570184,146452.887570184,"0.0%",142373.155213874,142373.155213874,142373.155213874,"0.0%",160634.6255785,160634.6255785,160634.6255785,"0.0%",151172.5,151164.078150083,164288,"-4.2%"
"DIRECTOR OF TECHNOLOGY DEVELOPMENT-PD",NA,NA,NA,NA,169772.474179174,169772.474179174,169772.474179174,"0.0%",214216.470117929,214216.470117929,214216.470117929,"0.0%",221684.445836866,221684.445836866,221684.445836866,"0.0%",215508.990906775,215508.990906775,215508.990906775,"0.0%",221046.208118965,221046.208118965,221046.208118965,"0.0%",NA,NA,NA,NA
"DIRECTOR OF TELEVISION",54188.4066542737,54216.4809034143,54125.5587498551,"0.1%",53209.7480654893,52711.3058463045,54229.2660599099,"-1.4%",58455.3903657805,61799.8184553959,55009.7184439336,"5.8%",59214.3435307705,62602.1703822364,55723.9590628187,"5.8%",57564.8118809122,60858.2641723895,54171.658916457,"5.8%",59094.8062231306,62423.6938316645,55665.1452298729,"5.7%",60439,63843.9247881041,56931,"5.7%"
"DIRECTOR OF TENANT & COMMUNITY AFFAIRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107524.086696181,107524.086696181,107524.086696181,"0.0%",110286.940352855,110286.940352855,110286.940352855,"0.0%",112795,112795,112795,"0.0%"
"DIRECTOR OF THE CITY RECORD",135529.294232204,135529.294232204,NA,NA,141475.979525114,141475.979525114,NA,NA,154992.042624425,154992.042624425,NA,NA,157003.571388203,157003.571388203,NA,NA,152629.929045769,152629.929045769,NA,NA,156551.863673738,156551.863673738,NA,NA,140000,NA,140000,NA
"DIRECTOR OF THE OFFICE OF COLLECTIVE BARGAINING",NA,NA,NA,NA,232057.231144044,232057.231144044,232057.231144044,"0.0%",235394.981436138,235394.981436138,235394.981436138,"0.0%",238450.089172288,238450.089172288,238450.089172288,"0.0%",231807.594372074,231807.594372074,231807.594372074,"0.0%",237762.973007259,237762.973007259,237762.973007259,"0.0%",243171,243171,243171,"0.0%"
"DIRECTOR OF THE OMBUDSMAN PROGRAM",92159.9200778988,92159.9200778988,92159.9200778988,"0.0%",87882.0182027039,104359.896615711,87871.5715062805,"8.6%",89146.1840395763,105861.495202878,89135.586814802,"8.6%",94780.1340680402,115399.241913187,94767.0619021472,"9.8%",92881.7228200147,113668.320221677,92868.5444685735,"10.1%",77257.5173946954,80567.5758216459,77251.441711856,"2.1%",1e+05,1e+05,1e+05,"0.0%"
"DIRECTOR OF TRAINING",215762.636417669,215762.636417669,215762.636417669,"0.0%",NA,NA,NA,NA,192794.823106136,NA,192794.823106136,NA,100903.554605433,104565.261774452,83857.4424045999,"11.0%",96762.8030225818,100462.763069906,79538.6146333803,"11.6%",109090.176153671,108751.128086031,110668.525031858,"-0.9%",111571.333333333,111224.577225641,113185.564959514,"-0.9%"
"DIRECTOR OF URBAN ARCHAEOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,89694.5782030781,89694.5782030781,89694.5782030781,"0.0%",90858.4946125588,90858.4946125588,90858.4946125588,"0.0%",88327.4530846896,88327.4530846896,88327.4530846896,"0.0%",95127.1438673151,95127.1438673151,95127.1438673151,"0.0%",97291,97291,97291,"0.0%"
"DIRECTOR OF URBAN PARK RANGER PROGRAM",NA,NA,NA,NA,NA,NA,NA,NA,151497.100914451,151497.100914451,151497.100914451,"0.0%",153463.151229221,153463.151229221,153463.151229221,"0.0%",118447.168519285,128482.015193614,98550.1766203445,"13.2%",100584.590034534,100881.682970376,100288.525619587,"0.3%",103176,103176,103176,"0.0%"
"DIRECTOR OR MANAGEMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145952.171242475,145952.171242475,NA,NA,149702.6126342,149702.6126342,NA,NA,153107,153107,NA,NA
"DIRECTOR URBAN ARCHAEOLOGY - LPC",80672.4570987771,80672.4570987771,80672.4570987771,"0.0%",84211.9698809629,84211.9698809629,84211.9698809629,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIRECTOR, DATA PROCESSING COORDINATION",189741.011925086,189741.011925086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIRECTOR, NYC ART COMMISSION",NA,NA,NA,NA,186749.288680746,NA,186749.288680746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIRECTOR, OFFICE OF OPERATIONS",222463.204724509,NA,222463.204724509,NA,232057.231144044,NA,232057.231144044,NA,235394.981436138,NA,235394.981436138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIRECTOR, PUBLIC AFFAIRS AND COMMUNICATION",106138.953602185,106138.953602185,106138.953602185,"0.0%",118609.338138578,118609.338138578,118609.338138578,"0.0%",120315.751524086,120315.751524086,120315.751524086,"0.0%",121877.462902215,121877.462902215,121877.462902215,"0.0%",119039.404361882,119039.404361882,119039.404361882,"0.0%",122098.146968309,122098.146968309,122098.146968309,"0.0%",124875,124875,124875,"0.0%"
"DIRECTOR,CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",116564.95114888,116564.95114888,116564.95114888,"0.0%",118101.743723097,118101.743723097,118101.743723097,"0.0%",119800.560913452,119800.560913452,119800.560913452,"0.0%",121356.038332535,121356.038332535,121356.038332535,"0.0%",117975.42792305,117975.42792305,117975.42792305,"0.0%",128123.59454507,128123.59454507,128123.59454507,"0.0%",131038,131038,131038,"0.0%"
"DISABILITY ACCOMMODATIONS SPECIALIST",52108.8451635747,55267.1138466478,48942.3749226245,"6.1%",52015.4400964415,55168.0475851926,48854.6457510999,"6.1%",54618.7733859684,54618.7733859684,54618.7733859684,"0.0%",59310.7280724387,59310.7280724387,59310.7280724387,"0.0%",57658.511442176,57658.511442176,57658.511442176,"0.0%",56704.4669579721,56704.4669579721,56704.4669579721,"0.0%",60947,60947,60947,"0.0%"
"DISTINGUISHED LECTURER",91272.6549649919,101150.447208751,71097.3811760694,"17.4%",86050.7820598594,94364.8540872337,73440.7564700557,"12.5%",87118.9821773602,93519.4334341185,80725.6610219649,"7.3%",100480.796907187,131163.033906745,85074.5606040555,"21.3%",127624.946674842,127624.946674842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISTINGUISHED PROFESSOR",146008.419262238,146008.419262238,NA,NA,145746.699276689,145746.699276689,NA,NA,147467.689111533,147467.689111533,NA,NA,157000.411239296,157000.411239296,NA,NA,160855.009658566,160855.009658566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISTRICT ATTORNEY",206004.52723295,206004.52723295,206004.52723295,"0.0%",205635.264267411,205635.264267411,205635.264267411,"0.0%",227926.324205477,227926.324205477,227926.324205477,"0.0%",224159.895814136,224159.895814136,224159.895814136,"0.0%",217915.482370927,217915.482370927,217915.482370927,"0.0%",214309.751685578,214309.751685578,214309.751685578,"0.0%",212800,212800,212800,"0.0%"
"DISTRICT MANAGER",97047.1732890305,95190.5000159242,99749.40558418,"-2.3%",99716.9170935489,99313.3133143716,100299.270622778,"-0.5%",98869.9526553676,98418.8450594695,99552.7292762272,"-0.6%",100048.012563643,100501.991914181,99294.5377430581,"0.6%",97186.0196311569,96976.3161920878,97523.8847515926,"-0.3%",102051.015215486,101530.444621577,102986.393835051,"-0.7%",104979.5,104149.264378271,106471.295078042,"-1.1%"
"DISTRICT MANAGER OF ADMINISTRATION AND BUSINESS AFFAIRS",88122.9819679164,93876.0752631334,86601.415404802,"4.0%",91325.8677337507,101880.627181508,89561.0016119792,"6.4%",92647.2844730662,103346.099612793,90858.330733603,"6.4%",93858.7926541594,104687.71809786,92048.083111666,"6.4%",91821.9465162032,105606.46410356,89721.3508383953,"8.1%",92331.9525336528,104000.036799807,89992.8910472732,"7.2%",95264.8333333333,106654.581228458,92981.5690001866,"6.8%"
"DISTRICT SUPERVISOR",92524.2228207949,92524.2228207949,92524.2228207949,"0.0%",96500.0051870017,96499.7123185908,96609.5715469437,"-0.1%",97900.65013016,97900.3304516618,98015.7532198293,"-0.1%",99302.4124924748,99302.4159637418,99301.2160374361,"0.0%",96534.1009969105,96534.1071657145,96531.8946857363,"0.0%",99021.5790635939,99021.5970216752,99014.9063446995,"0.0%",101279.4,101279.413228194,101274.490220175,"0.0%"
"DOCKMASTER",NA,NA,NA,NA,NA,NA,NA,NA,50501.5328303018,50501.5328303018,50501.5328303018,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECONOMIST",60678.2269085828,58723.1622456042,61844.7787396783,"-2.6%",65009.965361845,61571.034641183,67572.6302313723,"-4.6%",68203.6168620256,62654.0733365015,72368.6093638989,"-7.2%",72203.8064314499,67537.8626971532,76879.9215686112,"-6.5%",66094.3578837874,63396.7698293187,69341.9581036331,"-4.5%",67845.2632218033,64079.5446337918,70591.3505091393,"-4.8%",66633.1746031746,65158.9533861595,68063.2046493338,"-2.2%"
"EDUCATION & VOCAT COUNSELOR",89055.9739696751,80133.4953084877,94984.2059006859,"-8.5%",84035.1957064172,73229.3314319853,94800.4460018622,"-12.8%",89338.5504297422,82562.5315452487,93840.6415012428,"-6.4%",94329.5670594113,92288.6508625098,95349.3008889779,"-1.6%",103026.251745788,94261.9094275716,111755.10193966,"-8.5%",103007.65987737,89153.8718931627,109931.854290393,"-10.4%",97444.3333333333,92489.7329354732,99920.6680681174,"-3.9%"
"EDUCATION ANALYST",65980.2383106199,59791.8638370121,69074.3825738054,"-7.2%",68837.3787752938,63401.9802694267,72460.9358405773,"-6.7%",70200.6414040465,64720.2890132506,74557.0685314146,"-7.1%",77216.4829080306,75729.7521139599,77986.5894623954,"-1.5%",76876.2109971835,79672.343045791,75719.2345248901,"2.5%",70135.4846853196,67905.0106077426,70692.5308177254,"-2.0%",73963.7567567568,72592.7720621285,74795.8980178852,"-1.5%"
"EDUCATION ANALYST TRAINEE",48769.0419422419,50068.8582267916,48121.5895079933,"2.0%",46373.4578194625,43156.3988393837,46374.1640905074,"-3.6%",44320.7926216492,40972.7206978262,45991.4910154403,"-5.8%",46542.4222990979,44760.4231680271,47877.3038384943,"-3.4%",45665.4128347211,44966.5824046768,46426.9012425461,"-1.6%",45481.7698622706,44506.2270054088,47563.9672234736,"-3.3%",45905.375,45634.5079806581,46354.7370461834,"-0.8%"
"EDUCATION OFFICER",65052.1035860968,64967.0171650128,65074.9362906539,"-0.1%",78310.9222723323,80738.2187765227,77205.4300250792,"2.2%",79926.5749362882,81976.2874317406,79001.7081885085,"1.8%",80396.6888375723,80972.220376427,80159.8756725813,"0.5%",77849.328363663,77834.1814223622,77854.1891562335,"0.0%",79544.5065183245,78943.6750870298,79821.201611133,"-0.6%",81245.4827586207,80040.8253092426,81755.3818705654,"-1.1%"
"EDUCATIONAL ADMINISTRATOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124681.18041259,126141.641073061,124071.192248595,"0.8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUCATIONAL ADMINISTRATOR CSA",121181.286141766,123015.719773576,120508.190475021,"1.0%",123474.044480104,125791.31405317,122629.681946363,"1.3%",122526.264417477,123881.55746217,121958.866119971,"0.8%",NA,NA,NA,NA,127698.320418698,129220.048331064,127053.840743447,"0.8%",134410.163210413,136116.935741255,133667.88574336,"0.9%",140980.104803493,143099.174978948,140063.538935616,"1.1%"
"EDUCATIONAL ADMINISTRATOR UFT",125229.790693459,126748.136097545,125222.498715113,"0.6%",131368.82590456,132961.653090617,131361.176221347,"0.6%",134065.664091545,136177.475616138,134059.527814309,"0.8%",135104.792844593,134269.471679171,135274.061881817,"-0.4%",137792.629120617,137005.237308974,137949.927245882,"-0.3%",139369.485336842,140864.059164798,139069.796412405,"0.6%",141264.333333333,143376.11424354,140840.958107379,"0.9%"
"EDUCATIONAL MANAGEMENT ASSOCIATE",166955.736625905,174245.373279107,154936.828205792,"5.9%",181010.697703435,184925.12878273,160696.428481326,"7.0%",178305.060405007,176742.870266239,191805.912594203,"-4.1%",185061.743497598,187328.943455657,176170.009557903,"3.1%",173028.784350416,177310.207558732,164572.277630499,"3.7%",175941.635612508,180219.817586033,169930.974948043,"2.9%",173626.473684211,182798.489707044,161062.56652714,"6.3%"
"ELECTRICAL ENGINEER",83332.6260859669,83223.9889865911,84945.8296835477,"-1.0%",88207.660424601,88163.4808396275,88907.4678920057,"-0.4%",92607.3271509317,92735.9580595886,90448.0465728691,"1.2%",92857.5937229828,92901.0705836463,92084.8018634134,"0.4%",90653.2161472434,90540.3974401609,100258.423173556,"-5.1%",94908.6958719623,94820.8719856176,101949.270699138,"-3.6%",101119.153846154,101084.005116507,104418.732072083,"-1.6%"
"ELECTRICAL ENGINEERING INTERN",47000.4750053745,47000.4750053745,47000.4750053745,"0.0%",56279.1249573966,56279.1249573966,56279.1249573966,"0.0%",57088.6892864281,57088.6892864281,57088.6892864281,"0.0%",57977.1452336196,57977.1452336196,NA,NA,57856.6629733733,59351.2477784502,56362.0781682963,"2.6%",55597.3341868897,54088.5143698987,60873.4075991028,"-5.9%",62260,62260,62260,"0.0%"
"ELIGIBILITY SPECIALIST",39604.4712986701,39538.8183491081,39621.2515896923,"-0.1%",41384.4874511386,41379.921452397,41385.6287836977,"0.0%",42042.3242279058,42067.235449543,42036.3216263745,"0.0%",42758.0253726945,42735.5577135705,42763.4604557358,"0.0%",41111.8114817797,41030.8746067669,41130.7274302557,"-0.1%",42223.5068932513,42245.5275073093,42218.2180809554,"0.0%",43466.0819174757,43553.9804398993,43444.7147002801,"0.1%"
"EMERGENCY MEDICAL SPECIALIST-EMT",44066.9871841851,43503.3360250187,45671.6176603092,"-2.4%",43171.6128670111,42710.6708195858,44507.2222679294,"-2.1%",42615.0408330277,42156.072871432,43990.1652924166,"-2.1%",44500.1961562646,44101.3713289167,45742.1229241819,"-1.8%",45054.7781220981,44642.1782240279,46145.9669495187,"-1.7%",43570.2252445762,43169.0639831983,44642.8287727855,"-1.7%",43679.8507704785,43258.1579490206,44885.1585444125,"-1.8%"
"EMERGENCY MEDICAL SPECIALIST-PARAMEDIC",59435.4540190763,59850.0176740236,58217.1656835325,"1.4%",58953.17305917,59067.8070723478,58613.8502124258,"0.4%",58880.4978116981,59011.3736961612,58492.9130083341,"0.4%",62484.2355388767,62603.4649686811,62117.7096202664,"0.4%",63492.4002199368,63773.9064535238,62655.4313006044,"0.9%",61995.4014110516,62268.1294275656,61208.2093355664,"0.9%",60428.2446524064,60860.1264381239,59275.0676348852,"1.3%"
"EMERGENCY MEDICAL SPECIALIST TRAINEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33302.7697471096,33302.7697471096,33302.7697471096,"0.0%",32750.7195714991,32750.7195714991,32750.7195714991,"0.0%",33931.3333333333,33205.8810174822,35375.2487983829,"-3.2%"
"EMERGENCY PREPAREDNESS MANAGER",100335.950634614,108456.164362385,89602.9842020938,"9.5%",110036.758175552,117145.460233364,103493.183043658,"6.2%",111281.965291196,113448.870478035,108752.023178624,"2.1%",114525.03209452,117711.547283002,110811.22353185,"3.0%",106692.535091181,107214.521681586,105979.09694,"0.6%",110567.423973067,109560.348592111,111894.93239899,"-1.1%",114774.304347826,114224.417771019,115406.22380488,"-0.5%"
"EMERGENCY PREPAREDNESS SPECIALIST",69906.7906137056,69431.0546398327,70415.5129578465,"-0.7%",70674.3708763138,69407.9876886722,71981.6112525101,"-1.8%",71861.7762210531,71417.2899320676,72286.7550289431,"-0.6%",71240.7363356149,70962.4713908653,71525.3979735976,"-0.4%",67346.2920118309,67428.1051284328,67263.8389923264,"0.1%",69963.6506335341,69412.7256747536,70579.2748821116,"-0.8%",72014.2371134021,72329.8908080548,71694.2299607598,"0.4%"
"EMERGENCY SERVICE AIDE",37592.3593472029,35132.5088206618,39887.7455125832,"-6.3%",38652.7719536215,35730.6541756207,42911.0299530328,"-9.1%",39011.2598715361,36360.9999317799,42848.9892153537,"-8.2%",40743.2635922455,39123.8409074725,43168.4893437707,"-4.9%",40405.1410221319,38749.7460798999,42723.6735429196,"-4.9%",40965.4903117438,39460.2234148531,43220.3711645796,"-4.5%",39398.56,36776.6860115882,42727.7892257036,"-7.5%"
"EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",60396.4406552134,60784.7498599733,60395.8108295042,"0.3%",62429.8612472116,63698.8291153517,62427.9502575896,"1.0%",60834.6212938903,64357.2037546662,60830.9115981066,"2.8%",60840.942398814,53879.7971389861,62238.3537539207,"-7.2%",60454.9910620442,56456.9280770576,61256.8101224897,"-4.1%",62641.4451389755,63769.6008032113,62302.2906657316,"1.2%",66698.4,66077.5282902684,66854.4869163258,"-0.6%"
"EMPLOYEE HEALTH BENEFITS PROGRAM DIRECTOR",200135.566675519,NA,200135.566675519,NA,208802.047337129,NA,208802.047337129,NA,211805.463746752,NA,211805.463746752,NA,214554.096519357,NA,214554.096519357,NA,208577.271451094,NA,208577.271451094,NA,213936.119552705,NA,213936.119552705,NA,218802,NA,218802,NA
"ENGINEERING TECHNICIAN",59327.9885423981,59070.7890707331,59853.2399769476,"-0.7%",59941.1993420325,59135.8622103437,62294.6971527715,"-2.6%",61144.7353371311,60058.7943753498,64942.8374625134,"-3.9%",55668.8821818654,54136.3728779454,63745.8632644826,"-8.2%",54752.7169411803,53488.1123696195,60189.5890447911,"-5.9%",58090.9958565759,57000.8473487326,63220.8980507958,"-5.2%",58405.5263157895,57390.3775626855,64298.2518400333,"-5.7%"
"ENGINEERING WORK STUDY TRAINEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39074.2531053922,39074.2531053922,NA,NA,43019.0571099678,43019.0571099678,NA,NA,43997,43997,NA,NA
"ENVIRONMENTAL ENGINEER",87690.7060712976,91333.8462920173,84053.3395165044,"4.2%",92896.271778235,94030.690443934,91138.3933009067,"1.6%",95834.6342837155,96255.2030454378,95316.961608073,"0.5%",98281.684395464,98879.0155475206,97168.6063170188,"0.9%",98793.1308564513,99094.4943619515,88811.4313562407,"5.5%",101919.997603778,101930.35658434,101337.903545479,"0.3%",110456.5,110358.503541461,115963.138023589,"-2.5%"
"ENVIRONMENTAL ENGINEERING INTERN",55431.210282383,55329.4382490616,55679.3685020766,"-0.3%",57123.3118317575,57123.3118317575,57123.3118317575,"0.0%",57234.3564861083,57234.3564861083,57234.3564861083,"0.0%",54933.094177983,54775.9143906724,55117.563829973,"-0.3%",53250.0238876326,53250.0238876326,53250.0238876326,"0.0%",52850.9564280482,52836.2963988433,52881.6670529581,"0.0%",53818.2142857143,53801.4202951214,53859.944546068,"-0.1%"
"ENVIRONMENTAL HEALTH TECHNICIAN",37365.9685369956,37365.9507696391,37375.7266461803,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,42135.3187620557,42135.3187620557,42135.3187620557,"0.0%",41002.8597397841,40961.5568366404,41002.8816702037,"-0.1%",42077.4235675523,42013.9766015928,42077.4637018453,"-0.1%",NA,NA,NA,NA
"ENVIRONMENTAL POLICE OFFICER",52668.747281437,52810.2364719969,51323.8359612641,"1.4%",57453.9869829756,57722.6045058294,55072.1803366287,"2.3%",65946.3035602323,66527.2538331132,61639.0146458461,"3.8%",66654.8450583719,67173.231126811,62773.5013493766,"3.4%",63480.1983085566,63961.8714100466,60118.452483386,"3.1%",63206.0119621706,63504.6385495795,61029.9000698609,"2.0%",60288.5794392523,61114.5425000564,55669.3897423311,"4.7%"
"ENVIRONMENTAL POLICE OFFICER-MANAGERIAL",121548.634356387,121547.787224603,121867.511403041,"-0.1%",126882.730270937,126881.846073278,127215.559641339,"-0.1%",132295.16496602,132317.74645137,128159.130057336,"1.6%",134012.434705687,134035.310237299,129822.542152745,"1.6%",134831.791253941,134852.589957416,131372.53052524,"1.3%",138296.14618784,138317.478928694,134748.063839343,"1.3%",141441.444444444,141463.26225844,137812.684255995,"1.3%"
"EOC ACCOUNTANT",35804.6710674406,35804.6710674406,35804.6710674406,"0.0%",35740.4912205405,35740.4912205405,35740.4912205405,"0.0%",39969.5800769538,39969.5800769538,39969.5800769538,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EOC ACCOUNTING ASSISTANT",40460.3733829053,40460.3733829053,40460.3733829053,"0.0%",40387.848192984,40387.848192984,40387.848192984,"0.0%",39969.5800769538,39969.5800769538,39969.5800769538,"0.0%",43403.5918567936,43403.5918567936,43403.5918567936,"0.0%",42194.4996974233,42194.4996974233,42194.4996974233,"0.0%",39904.7846062286,41476.1140614892,39322.6199256369,"2.7%",44601,44601,44601,"0.0%"
"EOC ADMINISTRATIVE ASSISTANT",52794.6233923897,49340.2527409993,56248.9940437801,"-6.5%",52699.9890682791,49251.810373774,56148.1677627842,"-6.5%",52154.2128972616,48741.744528283,55566.6812662403,"-6.5%",53918.9873453491,NA,53918.9873453491,NA,53154.2762485269,NA,53154.2762485269,NA,53617.2181619564,NA,53617.2181619564,NA,57629,NA,57629,NA
"EOC ASSISTANT TO HEO",65169.5321901438,71094.7329029881,61624.1065678379,"7.1%",63279.1854892479,65870.8093003029,61574.1917872228,"3.4%",57525.1845556303,63958.1437537924,53152.3330414468,"9.2%",62721.3390378496,66358.4509279151,60818.0548572388,"4.4%",59162.2485951086,55676.1368714013,61523.1380556226,"-5.0%",62576.6530325455,58164.3857260464,65475.4192359431,"-5.9%",66086.5555555556,65145.1704059683,66942.4621287153,"-1.4%"
"EOC COLLEGE LAB TECHNICIAN",55972.243224958,55966.6922008887,61626.1381488697,"-4.8%",56995.872082455,56991.1120182647,61844.1491619749,"-4.1%",57121.3572981211,57117.0303140929,61528.5284305134,"-3.7%",62806.9061467202,62802.622934291,67169.4945105638,"-3.4%",61896.7525261171,61893.0755948836,65641.8241700941,"-2.9%",61285.2371907816,61282.0262486444,64555.684089191,"-2.6%",65381.6666666667,65381.6328681553,65508,"-0.1%"
"EOC CUSTODIAL ASSISTANT",28485.0049445477,28485.0049445477,28485.0049445477,"0.0%",28433.9455938601,28433.9455938601,28433.9455938601,"0.0%",NA,NA,NA,NA,34528.8403425356,34528.8403425356,34528.8403425356,"0.0%",33566.9717887059,33566.9717887059,33566.9717887059,"0.0%",33671.7076726102,33672.7238575703,33183.3068032279,"0.7%",36150.5,36151.5290374229,35655.9219539467,"0.7%"
"EOC HIGHER EDUCATION ASSISTANT",80377.5453545279,80377.5453545279,80377.5453545279,"0.0%",84298.5531501281,82879.2309123908,84302.9289746598,"-0.9%",79903.457408888,80723.9548104496,79901.4942384423,"0.5%",87950.8064903206,88161.6030088017,87950.3021261455,"0.1%",85946.0505740994,83839.575476261,86654.9290420209,"-1.7%",85153.1297542697,82462.6888683878,86058.5264594927,"-2.1%",87969.25,85189.8437280823,88904.5856523369,"-2.1%"
"EOC HIGHER EDUCATION ASSOCIATE",92549.1602109337,88006.6792751417,94081.7313775349,"-3.3%",86898.9373340571,88697.2502725253,86778.1462675031,"1.1%",87807.0633307516,68665.9971432755,88033.8818977067,"-12.4%",80888.2248104874,76010.3982615069,86057.8343721123,"-6.2%",84409.138826958,78372.1692604198,88026.0047129452,"-5.8%",87355.7297828521,83426.0595142115,89710.0716726316,"-3.6%",92586.6666666667,86620.0052340157,96161.4095821534,"-5.2%"
"EOC HIGHER EDUCATION OFFICER",101706.061446438,92545.9075078721,110803.889439606,"-9.0%",92380.0190358374,92380.0190358374,92380.0190358374,"0.0%",104156.867641915,94702.9592744353,113546.451350588,"-9.0%",113043.161293969,106458.130262088,114687.799756727,"-3.7%",113023.585317069,106994.859560438,114529.28425953,"-3.4%",114552.187816853,109476.408250855,115819.884546347,"-2.8%",120790.4,117477.52923173,121617.803038994,"-1.7%"
"EOC IT SUPPORT ASSISTANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38928,38928,NA,NA
"EOC LECTURER",78862.3278450118,73623.6738783935,81213.8006461493,"-4.9%",79446.210287936,77105.2611184386,81068.1126544525,"-2.5%",73458.9111048996,67034.8807486039,80186.1454133435,"-8.9%",80044.1358700994,73329.6331772254,87075.5523445519,"-8.6%",79038.566706214,81158.7750506517,76916.4115747044,"2.7%",78429.513778279,80514.7984929897,76342.314343567,"2.7%",81383.8333333333,83178.6681148888,79587.3505245177,"2.2%"
"EOC LECTURER/ DOCTRAL SCHEDULE",86044.8383221417,NA,86044.8383221417,NA,85890.6030119037,NA,85890.6030119037,NA,85001.0953427943,NA,85001.0953427943,NA,92305.8428120354,NA,92305.8428120354,NA,89734.4825620282,NA,89734.4825620282,NA,88249.6941762398,NA,88249.6941762398,NA,91168,NA,91168,NA
